time,label,lng,lat,count,phone,conntime,trajectory
0,1,116.46029663,39.91830063,28495,10651111111,1492099234000,0
0,1,116.46029663,39.91830063,1,10658888888,1492099234000,0
0,1,116.46353912,39.93428802,40012,10658888888,1492092881000,0
0,1,116.46353912,39.93428802,40011,10658888888,1492092884000,0
0,1,116.46353912,39.93428802,40010,10658888888,1492099242000,0
0,1,116.46166229,39.93360519,28496,10651111111,1492097850000,0
0,1,116.46353912,39.93428802,5689,10651111111,1492092881000,0
0,1,116.46353912,39.93428802,5688,10651111111,1492092884000,0
0,1,116.46353912,39.93428802,5687,10651111111,1492099242000,0
0,1,116.46166229,39.93360519,2,10658888888,1492097850000,0
0,1,116.42445374,39.94955826,16744,10651234567,1492079394000,0
0,1,116.42445374,39.94955826,16740,10651005848,1492079394000,0
0,1,116.4618454,39.94381714,34074,10658888888,1492099004000,0
0,1,116.46175385,39.94112778,34073,10658888888,1492099112000,0
0,1,116.46432495,39.94559479,34072,10658888888,1492099142000,0
0,1,116.46437836,39.94970322,34071,10658888888,1492099355000,0
0,1,116.4618454,39.94381714,6,10651111111,1492099004000,0
0,1,116.46175385,39.94112778,5,10651111111,1492099112000,0
0,1,116.46432495,39.94559479,4,10651111111,1492099142000,0
0,1,116.46437836,39.94970322,3,10651111111,1492099355000,0
0,1,116.41811371,39.96899414,45643,10651234567,1492098853000,0
0,1,116.41734314,39.96917343,45642,10651234567,1492098889000,0
0,1,116.41811371,39.96899414,45641,10651234567,1492098915000,0
0,1,116.41372681,39.96902084,45640,10651234567,1492099126000,0
0,1,116.41752625,39.96945572,28608,10651234567,1492098989000,0
0,1,116.41752625,39.96945572,28607,10651234567,1492099099000,0
0,1,116.41752625,39.96945572,28606,10651234567,1492099209000,0
0,1,116.41752625,39.96945572,28605,10651234567,1492099319000,0
0,1,116.41752625,39.96945572,28604,10651234567,1492099429000,0
0,1,116.41752625,39.96945572,28603,10651005848,1492098989000,0
0,1,116.41752625,39.96945572,28602,10651005848,1492099099000,0
0,1,116.41752625,39.96945572,28601,10651005848,1492099209000,0
0,1,116.41752625,39.96945572,28600,10651005848,1492099319000,0
0,1,116.41752625,39.96945572,28599,10651005848,1492099429000,0
0,1,116.41262817,39.96431351,28501,10651005848,1492082079000,0
0,1,116.41226196,39.96492767,28500,10651005848,1492082130000,0
0,1,116.41725922,39.96722794,28499,10651005848,1492084605000,0
0,1,116.41372681,39.96902084,28498,10651005848,1492095223000,0
0,1,116.41725922,39.96722794,28497,10651005848,1492095422000,0
0,1,116.41262817,39.96431351,22748,10651234567,1492082079000,0
0,1,116.41226196,39.96492767,22747,10651234567,1492082130000,0
0,1,116.41725922,39.96722794,22746,10651234567,1492084605000,0
0,1,116.41372681,39.96902084,22745,10651234567,1492095223000,0
0,1,116.41725922,39.96722794,22744,10651234567,1492095422000,0
0,1,116.41811371,39.96899414,22743,10651005848,1492098853000,0
0,1,116.41734314,39.96917343,22742,10651005848,1492098889000,0
0,1,116.41811371,39.96899414,22741,10651005848,1492098915000,0
0,1,116.41372681,39.96902084,22740,10651005848,1492099126000,0
0,1,116.41971588,39.96922684,17674,10651005848,1492099408000,0
0,1,116.41971588,39.96922684,17670,10651005848,1492099408000,0
0,1,116.41971588,39.96922684,17666,10651234567,1492099408000,0
0,1,116.41971588,39.96922684,17662,10651234567,1492099408000,0
0,1,116.40297699,39.97296524,16764,10651005848,1492092737000,0
0,1,116.40587616,39.97105026,16763,10651005848,1492092748000,0
0,1,116.40608215,39.9709549,16762,10651005848,1492092774000,0
0,1,116.40297699,39.97296524,16761,10651005848,1492094197000,0
0,1,116.40587616,39.97105026,16760,10651005848,1492094198000,0
0,1,116.41795349,39.96886444,10928,10651005848,1492099353000,0
0,1,116.41766357,39.96919632,10927,10651005848,1492099375000,0
0,1,116.41372681,39.96902084,10926,10651005848,1492099382000,0
0,1,116.41766357,39.96919632,10925,10651005848,1492099392000,0
0,1,116.41795349,39.96886444,5693,10651234567,1492099353000,0
0,1,116.41766357,39.96919632,5692,10651234567,1492099375000,0
0,1,116.41372681,39.96902084,5691,10651234567,1492099382000,0
0,1,116.41766357,39.96919632,5690,10651234567,1492099392000,0
0,1,116.41795349,39.96886444,12,10651005848,1492093997000,0
0,1,116.41795349,39.96886444,11,10651005848,1492094167000,0
0,1,116.41795349,39.96886444,10,10651005848,1492099415000,0
0,1,116.41795349,39.96886444,9,10651234567,1492093997000,0
0,1,116.41795349,39.96886444,8,10651234567,1492094167000,0
0,1,116.41795349,39.96886444,7,10651234567,1492099415000,0
0,1,116.42456055,39.97002411,17677,10651005848,1492099313000,0
0,1,116.42467499,39.97018433,17676,10651005848,1492099391000,0
0,1,116.42171478,39.96918869,17675,10651005848,1492099393000,0
0,1,116.42456055,39.97002411,17673,10651005848,1492099313000,0
0,1,116.42467499,39.97018433,17672,10651005848,1492099391000,0
0,1,116.42171478,39.96918869,17671,10651005848,1492099393000,0
0,1,116.42456055,39.97002411,17669,10651234567,1492099313000,0
0,1,116.42467499,39.97018433,17668,10651234567,1492099391000,0
0,1,116.42171478,39.96918869,17667,10651234567,1492099393000,0
0,1,116.42456055,39.97002411,17665,10651234567,1492099313000,0
0,1,116.42467499,39.97018433,17664,10651234567,1492099391000,0
0,1,116.42171478,39.96918869,17663,10651234567,1492099393000,0
1,1,116.46248627,39.95646667,40017,10677777777,1492097214000,0
1,1,116.46658325,39.95970917,40016,10677777777,1492097234000,0
1,1,116.46662903,39.95975113,40015,10677777777,1492097791000,0
1,1,116.46385193,39.95969391,40014,10677777777,1492097802000,0
1,1,116.46658325,39.95970917,40013,10677777777,1492098246000,0
1,1,116.46298218,39.9561882,35096,10677777777,1492099061000,0
1,1,116.46443939,39.95497894,35095,10677777777,1492099486000,0
1,1,116.46298218,39.9561882,35093,10677666666,1492099061000,0
1,1,116.46443939,39.95497894,35092,10677666666,1492099486000,0
1,1,116.46248627,39.95646667,16754,10677666666,1492097214000,0
1,1,116.46658325,39.95970917,16753,10677666666,1492097234000,0
1,1,116.46662903,39.95975113,16752,10677666666,1492097791000,0
1,1,116.46385193,39.95969391,16751,10677666666,1492097802000,0
1,1,116.46658325,39.95970917,16750,10677666666,1492098246000,0
1,1,116.38463593,39.96812439,34139,10651234567,1492086639000,0
1,1,116.38463593,39.96812439,34134,10651005848,1492086639000,0
1,1,116.41262817,39.96431351,51682,10651005848,1492082079000,0
1,1,116.41226196,39.96492767,51681,10651005848,1492082130000,0
1,1,116.41725922,39.96722794,51680,10651005848,1492084605000,0
1,1,116.41372681,39.96902084,51679,10651005848,1492095223000,0
1,1,116.41725922,39.96722794,51678,10651005848,1492095422000,0
1,1,116.41372681,39.96902084,51677,10651234567,1492094869000,0
1,1,116.41372681,39.96902084,51676,10651234567,1492094989000,0
1,1,116.41372681,39.96902084,51675,10651234567,1492098591000,0
1,1,116.41372681,39.96902084,45646,10651005848,1492094869000,0
1,1,116.41372681,39.96902084,45645,10651005848,1492094989000,0
1,1,116.41372681,39.96902084,45644,10651005848,1492098591000,0
1,1,116.41693115,39.9704895,34137,10651234567,1492090139000,0
1,1,116.41786957,39.97526932,34136,10651234567,1492090141000,0
1,1,116.41372681,39.96902084,34135,10651234567,1492091379000,0
1,1,116.41693115,39.9704895,34132,10651005848,1492090139000,0
1,1,116.41786957,39.97526932,34131,10651005848,1492090141000,0
1,1,116.41372681,39.96902084,34130,10651005848,1492091379000,0
1,1,116.41262817,39.96431351,28506,10651234567,1492082079000,0
1,1,116.41226196,39.96492767,28505,10651234567,1492082130000,0
1,1,116.41725922,39.96722794,28504,10651234567,1492084605000,0
1,1,116.41372681,39.96902084,28503,10651234567,1492095223000,0
1,1,116.41725922,39.96722794,28502,10651234567,1492095422000,0
1,1,116.42201996,39.97143936,34138,10651234567,1492090135000,0
1,1,116.42201996,39.97143936,34133,10651005848,1492090135000,0
1,1,116.46347809,39.96141052,35097,10677777777,1492098801000,0
1,1,116.46347809,39.96141052,35094,10677666666,1492098801000,0
2,3,116.48284912,39.92393112,51742,4619999,1492099859000,0
2,1,116.45483398,39.94828415,45651,10658888888,1492093674000,0
2,1,116.45468903,39.94828033,45650,10658888888,1492093683000,0
2,1,116.455513,39.94613266,45649,10658888888,1492093711000,0
2,1,116.455513,39.94613266,45648,10658888888,1492094527000,0
2,1,116.455513,39.94613266,45647,10658888888,1492097938000,0
2,1,116.44410706,39.94713211,10937,10658888888,1492093001000,0
2,1,116.44410706,39.94713211,10936,10658888888,1492096869000,0
2,1,116.44410706,39.94713211,10935,10658888888,1492096869000,0
2,1,116.44410706,39.94713211,10934,10658888888,1492096870000,0
2,1,116.44437408,39.94743347,10933,10658888888,1492096898000,0
2,1,116.41786957,39.97526932,40026,10651234567,1492095213000,0
2,1,116.41926575,39.9723587,40025,10651234567,1492095568000,0
2,1,116.41822815,39.97551727,40024,10651234567,1492095612000,0
2,1,116.41786957,39.97526932,40023,10651234567,1492095637000,0
2,1,116.41822815,39.97551727,28786,10651234567,1492084038000,0
2,1,116.41822815,39.97551727,28785,10651234567,1492087638000,0
2,1,116.41822815,39.97551727,28784,10651234567,1492091238000,0
2,1,116.41822815,39.97551727,28783,10651234567,1492094838000,0
2,1,116.41822815,39.97551727,28782,10651234567,1492098438000,0
2,1,116.41822815,39.97551727,28781,10651005848,1492084038000,0
2,1,116.41822815,39.97551727,28780,10651005848,1492087638000,0
2,1,116.41822815,39.97551727,28779,10651005848,1492091238000,0
2,1,116.41822815,39.97551727,28778,10651005848,1492094838000,0
2,1,116.41822815,39.97551727,28777,10651005848,1492098438000,0
2,1,116.41744995,39.96935272,22878,10651005848,1492088417000,0
2,1,116.41968536,39.97267532,22756,10651234567,1492093855000,0
2,1,116.41926575,39.9723587,22755,10651234567,1492093914000,0
2,1,116.41968536,39.97267532,22754,10651234567,1492095641000,0
2,1,116.41926575,39.9723587,22753,10651234567,1492095649000,0
2,1,116.41795349,39.96886444,11455,10651005848,1492097429000,0
2,1,116.41811371,39.96899414,11454,10651005848,1492098406000,0
2,1,116.41795349,39.96886444,11453,10651005848,1492098548000,0
2,1,116.41766357,39.96919632,11452,10651005848,1492099844000,0
2,1,116.41795349,39.96886444,11451,10651234567,1492097429000,0
2,1,116.41811371,39.96899414,11450,10651234567,1492098406000,0
2,1,116.41795349,39.96886444,11449,10651234567,1492098548000,0
2,1,116.41766357,39.96919632,11448,10651234567,1492099844000,0
2,1,116.41786957,39.97526932,5700,10651005848,1492095213000,0
2,1,116.41926575,39.9723587,5699,10651005848,1492095568000,0
2,1,116.41822815,39.97551727,5698,10651005848,1492095612000,0
2,1,116.41786957,39.97526932,5697,10651005848,1492095637000,0
2,1,116.41291809,39.97330475,5696,10651005848,1492095638000,0
2,1,116.41786957,39.97517395,5695,10651005848,1492099615000,0
2,1,116.41291809,39.97330475,5694,10651005848,1492099618000,0
2,1,116.41926575,39.9723587,17,10651005848,1492093759000,0
2,1,116.41968536,39.97267532,16,10651005848,1492093855000,0
2,1,116.41926575,39.9723587,15,10651005848,1492093914000,0
2,1,116.41968536,39.97267532,14,10651005848,1492095641000,0
2,1,116.41926575,39.9723587,13,10651005848,1492095649000,0
2,1,116.42973328,39.96327972,28510,10651234567,1492095999000,0
2,1,116.42147827,39.96925354,28509,10651234567,1492096007000,0
